Mouvement;Compte;NomCompte;compteFus;Libelle;Date;Debit;debitAvecTVA;Credit;creditAvecTVA;N Piece;Paiement;AouK;mois;annee;quartAnnee;saison;Journal
26598;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;PRE RELEVE COMPTE;2022-01-03;11.25;11.25;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26598;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE RELEVE COMPTE;2022-01-03;0.0;0.0;11.25;11.25;PRE;PRE;K;1;2022;1;1;CC
26599;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;PRE FRAIS TENUE COMPTE;2022-01-03;50.62;50.62;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26599;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE FRAIS TENUE COMPTE;2022-01-03;0.0;0.0;50.62;50.62;PRE;PRE;K;1;2022;1;1;CC
26600;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;PRE COMMISSION COMPTE;2022-01-03;119.0;119.0;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26600;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE COMMISSION COMPTE;2022-01-03;0.0;0.0;119.0;119.0;PRE;PRE;K;1;2022;1;1;CC
26601;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;PRE SOUSCRIPTION SESAME;2022-01-04;9.9;9.9;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26601;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE SOUSCRIPTION SESAME;2022-01-04;0.0;0.0;9.9;9.9;PRE;PRE;K;1;2022;1;1;CC
26602;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;PRE ABO COOPACCESS;2022-01-04;16.0;16.0;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26602;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE ABO COOPACCESS;2022-01-04;0.0;0.0;16.0;16.0;PRE;PRE;K;1;2022;1;1;CC
26603;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;PRE FRAIS VIREMENTS;2022-01-06;0.4;0.4;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26603;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE FRAIS VIREMENTS;2022-01-06;0.0;0.0;0.4;0.4;PRE;PRE;K;1;2022;1;1;CC
26604;411000L;CLIENTS DIVERS;CLIENTS DIVERS;DEPOT ESPECE MARCHES;2022-01-05;5770.0;5770.0;0.0;0.0;DEPOT ESPECE;;A;1;2022;1;1;VE
26604;703001L;CONSERVES 5.5%;CONSERVES 5.5%;DEPOT ESPECE MARCHES;2022-01-05;0.0;0.0;5469.19;5770.0;DEPOT ESPECE;;A;1;2022;1;1;VE
26604;445713L;TVA COLLECTEE 5.5%;TVA COLLECTEE 5.5%;DEPOT ESPECE MARCHES;2022-01-05;0.0;0.0;300.81;300.81;DEPOT ESPECE;;A;1;2022;1;1;VE
26605;411000L;CLIENTS DIVERS;CLIENTS DIVERS;DEPOT ESPECE MARCHES;2022-01-05;0.0;0.0;5770.0;5770.0;DEPOT ESPECE;;A;1;2022;1;1;CC
26605;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;DEPOT ESPECE MARCHES;2022-01-05;5770.0;5770.0;0.0;0.0;DEPOT ESPECE;;K;1;2022;1;1;CC
26606;411010L;COMME TROIS POMMES;COMME TROIS POMMES;VIR COMME 3 POMMES;2022-01-10;0.0;0.0;536.33;536.33;VIR;VIR;A;1;2022;1;1;CC
26606;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;VIR COMME 3 POMMES;2022-01-10;536.33;536.33;0.0;0.0;VIR;VIR;K;1;2022;1;1;CC
26607;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;PRE 2A FREE TELECOM;2022-01-06;72.35;72.35;0.0;0.0;PRE;PRE;K;1;2022;1;1;CC
26607;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRE 2A FREE TELECOM;2022-01-06;0.0;0.0;72.35;72.35;PRE;PRE;K;1;2022;1;1;CC
26608;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;CBA 1B INTERMARCHE;2022-01-05;84.0;84.0;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26608;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;CBA 1B INTERMARCHE;2022-01-05;0.0;0.0;84.0;84.0;CBA;CBA;K;1;2022;1;1;CC
26609;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;CBA 1C FREE MOBILE;2022-01-07;12.88;12.88;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26609;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;CBA 1C FREE MOBILE;2022-01-07;0.0;0.0;12.88;12.88;CBA;CBA;K;1;2022;1;1;CC
26610;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;CBA 1D FREE MOBILE;2022-01-10;19.99;19.99;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26610;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;CBA 1D FREE MOBILE;2022-01-10;0.0;0.0;19.99;19.99;CBA;CBA;K;1;2022;1;1;CC
26611;616000K;PRIMES D'ASSURANCE COMMUN.;VEHICULES;37 GAN TRAFFIC;2022-01-24;258.52;258.52;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26611;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;37 GAN TRAFFIC;2022-01-24;0.0;0.0;258.52;258.52;CBA;CBA;K;1;2022;1;1;CC
26612;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;38 SNCF;2022-01-27;13.8;13.8;0.0;0.0;;CBA;K;1;2022;1;1;CC
26612;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;38 SNCF;2022-01-27;0.0;0.0;13.8;13.8;;CBA;K;1;2022;1;1;CC
26613;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;39 SUPER U;2022-01-24;22.46;22.46;0.0;0.0;;CBA;K;1;2022;1;1;CC
26613;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;39 SUPER U;2022-01-24;0.0;0.0;22.46;22.46;;CBA;K;1;2022;1;1;CC
26614;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;40 LA FABRIQUE;2022-01-26;27.33;27.33;0.0;0.0;;CBA;K;1;2022;1;1;CC
26614;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;40 LA FABRIQUE;2022-01-26;0.0;0.0;27.33;27.33;;CBA;K;1;2022;1;1;CC
26615;606300K;FOURNITURES COMMUN.;MATERIEL;41 BRICOMARCHE;2022-01-25;80.8;80.8;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26615;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;41 BRICOMARCHE;2022-01-25;0.0;0.0;80.8;80.8;CBA;CBA;K;1;2022;1;1;CC
26616;606300K;FOURNITURES COMMUN.;MATERIEL;42 LOCATION TDS;2022-01-28;45.0;45.0;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26616;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;42 LOCATION TDS;2022-01-28;0.0;0.0;45.0;45.0;CBA;CBA;K;1;2022;1;1;CC
26617;401056L;O, P, Q DIVERS;O, P, Q DIVERS;22/14 PLEIN CIEL;2022-01-24;0.0;0.0;46.2;46.2;22/14;;A;1;2022;1;1;AC
26617;606400L;FOURNITURES ADMIN. AGRI.;FRAIS ADMINISTRATIFS;22/14 PLEIN CIEL;2022-01-24;38.49;46.2;0.0;0.0;22/14;;A;1;2022;1;1;AC
26617;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/14 PLEIN CIEL;2022-01-24;7.71;7.71;0.0;0.0;22/14;;A;1;2022;1;1;AC
26618;401056L;O, P, Q DIVERS;O, P, Q DIVERS;PLEIN CIEL;2022-01-24;46.2;46.2;0.0;0.0;CBA;CBA;A;1;2022;1;1;CC
26618;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PLEIN CIEL;2022-01-24;0.0;0.0;46.2;46.2;CBA;CBA;K;1;2022;1;1;CC
26619;401060L;R DIVERS;R DIVERS;22/15 ROUES ET ROULETTES;2022-01-25;0.0;0.0;50.72;50.72;22/15;;A;1;2022;1;1;AC
26619;601920L;MATERIEL CONSERVERIE;CONSERVERIE;22/15 ROUES ET ROULETTES;2022-01-25;42.27;50.72;0.0;0.0;22/15;;A;1;2022;1;1;AC
26619;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/15 ROUES ET ROULETTES;2022-01-25;8.45;8.45;0.0;0.0;22/15;;A;1;2022;1;1;AC
26620;401060L;R DIVERS;R DIVERS;ROUES ET ROULETTES;2022-01-25;50.72;50.72;0.0;0.0;CBA;CBA;A;1;2022;1;1;CC
26620;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;ROUES ET ROULETTES;2022-01-25;0.0;0.0;50.72;50.72;CBA;CBA;K;1;2022;1;1;CC
26621;606300K;FOURNITURES COMMUN.;MATERIEL;43 MANO MANO;2022-01-25;66.74;66.74;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26621;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;43 MANO MANO;2022-01-25;0.0;0.0;66.74;66.74;CBA;CBA;K;1;2022;1;1;CC
26622;401045L;M DIVERS;M DIVERS;22/16 MEILLEUR DU CHEF;2022-01-28;0.0;0.0;169.44;169.44;22/16;;A;1;2022;1;1;AC
26622;606300L;FOURNITURES AGRI.;MATERIEL;22/16 MEILLEUR DU CHEF;2022-01-28;141.2;169.44;0.0;0.0;22/16;;A;1;2022;1;1;AC
26622;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/16 MEILLEUR DU CHEF;2022-01-28;28.24;28.24;0.0;0.0;22/16;;A;1;2022;1;1;AC
26623;401045L;M DIVERS;M DIVERS;MEILLEUR DU CHEF;2022-02-01;169.44;169.44;0.0;0.0;CBA;CBA;A;2;2022;1;1;CC
26623;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;MEILLEUR DU CHEF;2022-02-01;0.0;0.0;169.44;169.44;CBA;CBA;K;2;2022;1;1;CC
26624;618100K;DOCUMENTATION GENERALE COMMUN.;ENTRETIEN PERSONNEL;44 TENK;2022-01-28;60.0;60.0;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26624;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;44 TENK;2022-01-28;0.0;0.0;60.0;60.0;CBA;CBA;K;1;2022;1;1;CC
26625;401045L;M DIVERS;M DIVERS;22/17 MINISTERE CARTEGRIS;2022-01-28;0.0;0.0;226.76;226.76;22/17;;A;1;2022;1;1;AC
26625;616000L;PRIMES D'ASSURANCE AGRI.;VEHICULES;22/17 MINISTERE CARTEGRIS;2022-01-28;226.76;226.76;0.0;0.0;22/17;;A;1;2022;1;1;AC
26626;401045L;M DIVERS;M DIVERS;MINISTERE CARTE GRISE;2022-01-28;226.76;226.76;0.0;0.0;CBA;CBA;A;1;2022;1;1;CC
26626;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;MINISTERE CARTE GRISE;2022-01-28;0.0;0.0;226.76;226.76;CBA;CBA;K;1;2022;1;1;CC
26627;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;45 FLIXBUS;2022-01-27;24.99;24.99;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26627;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;45 FLIXBUS;2022-01-27;0.0;0.0;24.99;24.99;CBA;CBA;K;1;2022;1;1;CC
26629;606300K;FOURNITURES COMMUN.;MATERIEL;47 - STOCKER SEUL;2022-01-24;54.82;54.82;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26629;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;47 - STOCKER SEUL;2022-01-24;0.0;0.0;54.82;54.82;CBA;CBA;K;1;2022;1;1;CC
26630;606300K;FOURNITURES COMMUN.;MATERIEL;48 M BRICOLAGE;2022-01-27;19.13;19.13;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26630;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;48 M BRICOLAGE;2022-01-27;0.0;0.0;19.13;19.13;CBA;CBA;K;1;2022;1;1;CC
26631;606803K;SANTE;ENTRETIEN PERSONNEL;49 PHARMACIE MANADES;2022-01-29;15.5;15.5;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26631;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;49 PHARMACIE MANADES;2022-01-29;0.0;0.0;15.5;15.5;CBA;CBA;K;1;2022;1;1;CC
26632;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;50 INTERMARCHE;2022-01-29;8.98;8.98;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26632;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;50 INTERMARCHE;2022-01-29;0.0;0.0;8.98;8.98;CBA;CBA;K;1;2022;1;1;CC
26633;606300K;FOURNITURES COMMUN.;MATERIEL;51 M BRICOLAGE;2022-01-31;15.9;15.9;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26633;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;51 M BRICOLAGE;2022-01-31;0.0;0.0;15.9;15.9;CBA;CBA;K;1;2022;1;1;CC
26634;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;52 ESSENCE STATION U;2022-01-31;75.01;75.01;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26634;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;52 ESSENCE STATION U;2022-01-31;0.0;0.0;75.01;75.01;CBA;CBA;K;1;2022;1;1;CC
26635;606803K;SANTE;ENTRETIEN PERSONNEL;53 PHARMACIE MARTIN;2022-01-31;2.5;2.5;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26635;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;53 PHARMACIE MARTIN;2022-01-31;0.0;0.0;2.5;2.5;CBA;CBA;K;1;2022;1;1;CC
26636;580000J;VIREMENT INTERNE MAS;VIREMENT INTERNE MAS;54 - RETRAIT;2022-01-31;140.0;140.0;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26636;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;54 - RETRAIT;2022-01-31;0.0;0.0;140.0;140.0;CBA;CBA;K;1;2022;1;1;CC
26637;580000J;VIREMENT INTERNE MAS;VIREMENT INTERNE MAS;54 CAISSE;2022-01-31;0.0;0.0;140.0;140.0;ESP;ESP;K;1;2022;1;1;CAK
26637;530000K;CAISSE COMMUNAUTAIRE;CAISSE COMMUNAUTAIRE;54 CAISSE;2022-01-31;140.0;140.0;0.0;0.0;ESP;ESP;K;1;2022;1;1;CAK
26638;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;54 DIVERS PERSO;2022-01-31;140.0;140.0;0.0;0.0;ESP;ESP;K;1;2022;1;1;CAK
26638;530000K;CAISSE COMMUNAUTAIRE;CAISSE COMMUNAUTAIRE;54 DIVERS PERSO;2022-01-31;0.0;0.0;140.0;140.0;ESP;ESP;K;1;2022;1;1;CAK
26639;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;55 FLIXBUS;2022-01-30;55.7;55.7;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26639;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;55 FLIXBUS;2022-01-30;0.0;0.0;55.7;55.7;CBA;CBA;K;1;2022;1;1;CC
26640;606400K;FOURNITURES ADMIN. COMMUN.;FRAIS ADMINISTRATIFS;56 BUREAU VALLEE;2022-01-31;32.17;32.17;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26640;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;56 BUREAU VALLEE;2022-01-31;0.0;0.0;32.17;32.17;CBA;CBA;K;1;2022;1;1;CC
26641;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;57 LE COUTEAU SUISSE;2022-01-30;87.64;87.64;0.0;0.0;CBA;CBA;K;1;2022;1;1;CC
26641;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;57 LE COUTEAU SUISSE;2022-01-30;0.0;0.0;87.64;87.64;CBA;CBA;K;1;2022;1;1;CC
26642;401054L;QUEROL;QUEROL;22/18 QUEROL;2022-02-02;0.0;0.0;50.64;50.64;22/18;;A;2;2022;1;1;AC
26642;606300L;FOURNITURES AGRI.;MATERIEL;22/18 QUEROL;2022-02-02;42.2;50.64;0.0;0.0;22/18;;A;2;2022;1;1;AC
26642;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/18 QUEROL;2022-02-02;8.44;8.44;0.0;0.0;22/18;;A;2;2022;1;1;AC
26643;401054L;QUEROL;QUEROL;QUEROL;2022-02-02;50.64;50.64;0.0;0.0;CBA;CBA;A;2;2022;1;1;CC
26643;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;QUEROL;2022-02-02;0.0;0.0;50.64;50.64;CBA;CBA;K;2;2022;1;1;CC
26644;658000K;AUTRES OPERATIONS DE GESTION;FRAIS ADMINISTRATIFS;58 AMENDE TOURAN;2022-02-04;68.0;68.0;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26644;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;58 AMENDE TOURAN;2022-02-04;0.0;0.0;68.0;68.0;CBA;CBA;K;2;2022;1;1;CC
26645;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;59 SNCF;2022-02-04;6.9;6.9;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26645;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;59 SNCF;2022-02-04;0.0;0.0;6.9;6.9;CBA;CBA;K;2;2022;1;1;CC
26646;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;60 SNCF;2022-02-04;6.9;6.9;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26646;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;60 SNCF;2022-02-04;0.0;0.0;6.9;6.9;CBA;CBA;K;2;2022;1;1;CC
26647;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;61 SNCF;2022-02-05;6.9;6.9;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26647;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;61 SNCF;2022-02-05;0.0;0.0;6.9;6.9;CBA;CBA;K;2;2022;1;1;CC
26648;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;62 SNCF;2022-02-06;48.4;48.4;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26648;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;62 SNCF;2022-02-06;0.0;0.0;48.4;48.4;CBA;CBA;K;2;2022;1;1;CC
26649;401016L;C DIVERS;C DIVERS;22/19 CHEYLAN;2022-02-07;0.0;0.0;39.67;39.67;22/19;;A;2;2022;1;1;AC
26649;606300L;FOURNITURES AGRI.;MATERIEL;22/19 CHEYLAN;2022-02-07;33.06;39.67;0.0;0.0;22/19;;A;2;2022;1;1;AC
26649;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/19 CHEYLAN;2022-02-07;6.61;6.61;0.0;0.0;22/19;;A;2;2022;1;1;AC
26650;401016L;C DIVERS;C DIVERS;CHEYLAN COURROIE;2022-02-07;39.67;39.67;0.0;0.0;CBA;CBA;A;2;2022;1;1;CC
26650;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;CHEYLAN COURROIE;2022-02-07;0.0;0.0;39.67;39.67;CBA;CBA;K;2;2022;1;1;CC
26651;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;63 FLIXBUS;2022-02-07;90.0;90.0;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26651;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;63 FLIXBUS;2022-02-07;0.0;0.0;90.0;90.0;CBA;CBA;K;2;2022;1;1;CC
26652;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;64 BOUCHERIE;2022-02-05;36.35;36.35;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26652;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;64 BOUCHERIE;2022-02-05;0.0;0.0;36.35;36.35;CBA;CBA;K;2;2022;1;1;CC
26653;618100K;DOCUMENTATION GENERALE COMMUN.;ENTRETIEN PERSONNEL;65 GRANDES LARGEURS;2022-02-09;83.0;83.0;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26653;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;65 GRANDES LARGEURS;2022-02-09;0.0;0.0;83.0;83.0;CBA;CBA;K;2;2022;1;1;CC
26654;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;66 ALDI;2022-02-05;5.7;5.7;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26654;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;66 ALDI;2022-02-05;0.0;0.0;5.7;5.7;CBA;CBA;K;2;2022;1;1;CC
26655;606803K;SANTE;ENTRETIEN PERSONNEL;67 GEANT AUTOTEST;2022-02-06;9.75;9.75;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26655;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;67 GEANT AUTOTEST;2022-02-06;0.0;0.0;9.75;9.75;CBA;CBA;K;2;2022;1;1;CC
26656;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;68 STATION U;2022-02-08;40.01;40.01;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26656;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;68 STATION U;2022-02-08;0.0;0.0;40.01;40.01;CBA;CBA;K;2;2022;1;1;CC
26657;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;69 HELLO ASSO;2022-02-08;34.6;34.6;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26657;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;69 HELLO ASSO;2022-02-08;0.0;0.0;34.6;34.6;CBA;CBA;K;2;2022;1;1;CC
26658;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;70 ASF PEAGE;2022-02-06;4.0;4.0;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26658;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;70 ASF PEAGE;2022-02-06;0.0;0.0;4.0;4.0;CBA;CBA;K;2;2022;1;1;CC
26659;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;71 ASF PEAGE;2022-02-06;30.1;30.1;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26659;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;71 ASF PEAGE;2022-02-06;0.0;0.0;30.1;30.1;CBA;CBA;K;2;2022;1;1;CC
26660;401065L;S DIVERS;S DIVERS;22/20 STATION U;2022-02-06;0.0;0.0;103.54;103.54;22/20;;A;2;2022;1;1;AC
26660;624800L;CARBURANTS AGRICOLE;CARBURANTS;22/20 STATION U;2022-02-06;86.28;103.54;0.0;0.0;22/20;;A;2;2022;1;1;AC
26660;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/20 STATION U;2022-02-06;17.26;17.26;0.0;0.0;22/20;;A;2;2022;1;1;AC
26661;401065L;S DIVERS;S DIVERS;22/21 STATION U;2022-02-07;0.0;0.0;117.54;117.54;22/21;;A;2;2022;1;1;AC
26661;624800L;CARBURANTS AGRICOLE;CARBURANTS;22/21 STATION U;2022-02-07;97.95;117.54;0.0;0.0;22/21;;A;2;2022;1;1;AC
26661;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;22/21 STATION U;2022-02-07;19.59;19.59;0.0;0.0;22/21;;A;2;2022;1;1;AC
26662;401065L;S DIVERS;S DIVERS;STATION U;2022-02-06;103.54;103.54;0.0;0.0;CBA;CBA;A;2;2022;1;1;CC
26662;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;STATION U;2022-02-06;0.0;0.0;103.54;103.54;CBA;CBA;K;2;2022;1;1;CC
26663;401065L;S DIVERS;S DIVERS;STATION U;2022-02-07;117.54;117.54;0.0;0.0;CBA;CBA;A;2;2022;1;1;CC
26663;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;STATION U;2022-02-07;0.0;0.0;117.54;117.54;CBA;CBA;K;2;2022;1;1;CC
26664;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;72 TOTAL ENERGIE;2022-02-07;18.6;18.6;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26664;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;72 TOTAL ENERGIE;2022-02-07;0.0;0.0;18.6;18.6;CBA;CBA;K;2;2022;1;1;CC
26665;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;72 ASF PEAGE;2022-02-07;46.8;46.8;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26665;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;72 ASF PEAGE;2022-02-07;0.0;0.0;46.8;46.8;CBA;CBA;K;2;2022;1;1;CC
26666;401010L;B DIVERS;B DIVERS;22/22 BELVIBIO;2022-02-05;0.0;0.0;14.38;14.38;22/22;;A;2;2022;1;1;AC
26666;601900L;INGREDIENTS CONSERVERIE;CONSERVERIE;22/22 BELVIBIO;2022-02-05;13.63;14.38;0.0;0.0;22/22;;A;2;2022;1;1;AC
26666;445660L;TVA SUR ACHATS 5.5%;TVA SUR ACHATS 5.5%;22/22 BELVIBIO;2022-02-05;0.75;0.75;0.0;0.0;22/22;;A;2;2022;1;1;AC
26667;401010L;B DIVERS;B DIVERS;BELVIBIO;2022-02-05;14.38;14.38;0.0;0.0;CBA;CBA;A;2;2022;1;1;CC
26667;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;BELVIBIO;2022-02-05;0.0;0.0;14.38;14.38;CBA;CBA;K;2;2022;1;1;CC
26668;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;74 LA MAMA;2022-02-01;54.4;54.4;0.0;0.0;CBA;CBA;K;2;2022;1;1;CC
26668;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;74 LA MAMA;2022-02-01;0.0;0.0;54.4;54.4;CBA;CBA;K;2;2022;1;1;CC
