Mouvement;Compte;NomCompte;compteFus;Libelle;Date;Debit;debitAvecTVA;Credit;creditAvecTVA;N Piece;Paiement;AouK;mois;annee;quartAnnee;saison;Journal
22867;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;91 DE VINCI CBA;2020-01-29;0.0;0.0;13.0;13.0;CBA;CBA;K;1;2020;1;1;CC
22794;401033L;INTERMARCHE;INTERMARCHE;20/14 INTERMARCHE;2020-01-29;0.0;0.0;100.0;100.0;20/14;;A;1;2020;1;1;AC
22869;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;93 CINEMA MEJAN CBA;2020-01-30;0.0;0.0;56.0;56.0;CBA;CBA;K;1;2020;1;1;CC
22870;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;94 BIOCOOP CBA;2020-01-30;0.0;0.0;53.56;53.56;CBA;CBA;K;1;2020;1;1;CC
22870;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;94 BIOCOOP CBA;2020-01-30;53.56;53.56;0.0;0.0;CBA;CBA;K;1;2020;1;1;CC
22869;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;93 CINEMA MEJAN CBA;2020-01-30;56.0;56.0;0.0;0.0;CBA;CBA;K;1;2020;1;1;CC
22864;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;88 SAUTECOEUR CBA;2020-01-30;0.0;0.0;37.78;37.78;CBA;CBA;K;1;2020;1;1;CC
22864;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;88 SAUTECOEUR CBA;2020-01-30;37.78;37.78;0.0;0.0;CBA;CBA;K;1;2020;1;1;CC
22790;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;38 SUPER U;2020-01-31;121.78;121.78;0.0;0.0;1279637;CHQ;K;1;2020;1;1;CC
23016;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;AVOIR SFR;2020-01-31;10.0;10.0;0.0;0.0;AVOIR SFR;;K;1;2020;1;1;CC
23038;401054L;QUEROL;QUEROL;QUEROL 20/37;2020-01-31;0.0;0.0;164.77;164.77;20/37;;A;1;2020;1;1;AC
23038;606300L;FOURNITURES AGRI.;MATERIEL;QUEROL 20/37;2020-01-31;137.31;164.77;0.0;0.0;20/37;;A;1;2020;1;1;AC
23038;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;QUEROL 20/37;2020-01-31;27.46;27.46;0.0;0.0;20/37;;A;1;2020;1;1;AC
22815;401065L;S DIVERS;S DIVERS;SAC EN PAPIER COM CBA;2020-01-31;64.92;64.92;0.0;0.0;CBA;CBA;A;1;2020;1;1;CC
22816;606803K;SANTE;ENTRETIEN PERSONNEL;39 PHARMACIE GOMBERT;2020-01-31;23.06;23.06;0.0;0.0;1279644;CHQ;K;1;2020;1;1;CC
23016;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;AVOIR SFR;2020-01-31;0.0;0.0;10.0;10.0;AVOIR SFR;;K;1;2020;1;1;CC
22816;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;39 PHARMACIE GOMBERT;2020-01-31;0.0;0.0;23.06;23.06;1279644;CHQ;K;1;2020;1;1;CC
22818;401040L;K,L DIVERS;K,L DIVERS;LABO CONSEIL DEP 84;2020-01-31;176.4;176.4;0.0;0.0;1279645;CHQ;A;1;2020;1;1;CC
22818;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;LABO CONSEIL DEP 84;2020-01-31;0.0;0.0;176.4;176.4;1279645;CHQ;K;1;2020;1;1;CC
22815;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;SAC EN PAPIER COM CBA;2020-01-31;0.0;0.0;64.92;64.92;CBA;CBA;K;1;2020;1;1;CC
22790;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;38 SUPER U;2020-01-31;0.0;0.0;121.78;121.78;1279637;CHQ;K;1;2020;1;1;CC
22837;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;42 SUPER U;2020-02-01;19.08;19.08;0.0;0.0;1279647;CHQ;K;2;2020;1;1;CC
22838;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;43 VOYAGES 1279648;2020-02-01;364.6;364.6;0.0;0.0;1279648;CHQ;K;2;2020;1;1;CC
22835;401049L;PRIMEVERE MOTOCULTURE;PRIMEVERE MOTOCULTURE;PRIMEVERE 20/21;2020-02-01;0.0;0.0;104.0;104.0;20/21;;A;2;2020;1;1;AC
22837;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;42 SUPER U;2020-02-01;0.0;0.0;19.08;19.08;1279647;CHQ;K;2;2020;1;1;CC
23034;628100L;COTISATIONS AGRI.;FRAIS ADMINISTRATIFS;LA CHAPELETTE 20/35;2020-02-01;242.51;291.01;0.0;0.0;20/35;;A;2;2020;1;1;AC
23034;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;LA CHAPELETTE 20/35;2020-02-01;48.5;48.5;0.0;0.0;20/35;;A;2;2020;1;1;AC
22835;624800L;CARBURANTS AGRICOLE;CARBURANTS;PRIMEVERE 20/21;2020-02-01;86.67;104.0;0.0;0.0;20/21;;A;2;2020;1;1;AC
22838;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;43 VOYAGES 1279648;2020-02-01;0.0;0.0;364.6;364.6;1279648;CHQ;K;2;2020;1;1;CC
22839;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;44 VOYAGE;2020-02-01;140.01;140.01;0.0;0.0;1279649;CHQ;K;2;2020;1;1;CC
22839;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;44 VOYAGE;2020-02-01;0.0;0.0;140.01;140.01;1279649;CHQ;K;2;2020;1;1;CC
22872;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;96 LES GRANDES LARGEURS;2020-02-01;22.0;22.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22872;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;96 LES GRANDES LARGEURS;2020-02-01;0.0;0.0;22.0;22.0;CBA;CBA;K;2;2020;1;1;CC
23034;401016L;C DIVERS;C DIVERS;LA CHAPELETTE 20/35;2020-02-01;0.0;0.0;291.01;291.01;20/35;;A;2;2020;1;1;AC
22835;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;PRIMEVERE 20/21;2020-02-01;17.33;17.33;0.0;0.0;20/21;;A;2;2020;1;1;AC
22979;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;62 FREE ABO PRE;2020-02-02;29.99;29.99;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
22979;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;62 FREE ABO PRE;2020-02-02;0.0;0.0;29.99;29.99;PRE;PRE;K;2;2020;1;1;CC
23049;411000L;CLIENTS DIVERS;CLIENTS DIVERS;DEPOT LIQUIDE MARCHES;2020-02-02;7780.0;7780.0;0.0;0.0;DEPOT LIQUIDE M;;A;2;2020;1;1;VE
23049;445713L;TVA COLLECTEE 5.5%;TVA COLLECTEE 5.5%;DEPOT LIQUIDE MARCHES;2020-02-02;0.0;0.0;405.59;405.59;DEPOT LIQUIDE M;;A;2;2020;1;1;VE
23049;703001L;CONSERVES 5.5%;CONSERVES 5.5%;DEPOT LIQUIDE MARCHES;2020-02-02;0.0;0.0;7374.41;7780.0;DEPOT LIQUIDE M;;A;2;2020;1;1;VE
22873;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;97 INTERMARCHE CBA;2020-02-03;53.42;53.42;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22871;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;95 LA FABRIQUE CBA;2020-02-03;0.0;0.0;15.8;15.8;CBA;CBA;K;2;2020;1;1;CC
22871;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;95 LA FABRIQUE CBA;2020-02-03;15.8;15.8;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22874;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;98 INTERMARCHE CBA;2020-02-03;87.0;87.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22874;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;98 INTERMARCHE CBA;2020-02-03;0.0;0.0;87.0;87.0;CBA;CBA;K;2;2020;1;1;CC
22873;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;97 INTERMARCHE CBA;2020-02-03;0.0;0.0;53.42;53.42;CBA;CBA;K;2;2020;1;1;CC
22736;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;29 SUPER U;2020-02-03;0.0;0.0;15.8;15.8;1279633;CHQ;K;2;2020;1;1;CC
22736;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;29 SUPER U;2020-02-03;15.8;15.8;0.0;0.0;1279633;CHQ;K;2;2020;1;1;CC
22840;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;45 BULUGGIU;2020-02-04;0.0;0.0;75.0;75.0;1279650;CHQ;K;2;2020;1;1;CC
23051;627000K;SERVICES BANCAIRES COMMUN.;FRAIS ADMINISTRATIFS;ABO COOP ACCESS PRE;2020-02-04;16.0;16.0;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
23051;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;ABO COOP ACCESS PRE;2020-02-04;0.0;0.0;16.0;16.0;PRE;PRE;K;2;2020;1;1;CC
23052;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;107 A SNCF CBA;2020-02-04;24.0;24.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23052;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;107 A SNCF CBA;2020-02-04;0.0;0.0;24.0;24.0;CBA;CBA;K;2;2020;1;1;CC
22840;606803K;SANTE;ENTRETIEN PERSONNEL;45 BULUGGIU;2020-02-04;75.0;75.0;0.0;0.0;1279650;CHQ;K;2;2020;1;1;CC
22876;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;100 SUPER U CBA;2020-02-04;35.45;35.45;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23054;626200K;TELEPHONE COMMUNAUTAIRE;FRAIS ADMINISTRATIFS;104 A FREE MOBILE CBA;2020-02-04;1.72;1.72;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22876;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;100 SUPER U CBA;2020-02-04;0.0;0.0;35.45;35.45;CBA;CBA;K;2;2020;1;1;CC
22877;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;101 SNCF CBA;2020-02-04;78.7;78.7;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22877;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;101 SNCF CBA;2020-02-04;0.0;0.0;78.7;78.7;CBA;CBA;K;2;2020;1;1;CC
23054;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;104 A FREE MOBILE CBA;2020-02-04;0.0;0.0;1.72;1.72;CBA;CBA;K;2;2020;1;1;CC
22880;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;104 HYDRE CBA;2020-02-05;49.0;49.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22881;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;105 BIO CEST BONCBA;2020-02-05;0.0;0.0;68.14;68.14;CBA;CBA;K;2;2020;1;1;CC
22881;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;105 BIO CEST BONCBA;2020-02-05;68.14;68.14;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22880;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;104 HYDRE CBA;2020-02-05;0.0;0.0;49.0;49.0;CBA;CBA;K;2;2020;1;1;CC
22875;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;99 SUPER U CBA;2020-02-05;0.0;0.0;52.9;52.9;CBA;CBA;K;2;2020;1;1;CC
22879;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;103 LOU CIGALOUN CBA;2020-02-05;76.2;76.2;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22875;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;99 SUPER U CBA;2020-02-05;52.9;52.9;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22879;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;103 LOU CIGALOUN CBA;2020-02-05;0.0;0.0;76.2;76.2;CBA;CBA;K;2;2020;1;1;CC
22885;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;109 INTERMARCHE CBA;2020-02-06;0.0;0.0;25.39;25.39;CBA;CBA;K;2;2020;1;1;CC
22885;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;109 INTERMARCHE CBA;2020-02-06;25.39;25.39;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22883;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;107 INTERMARCHE CBA;2020-02-06;0.0;0.0;37.0;37.0;CBA;CBA;K;2;2020;1;1;CC
22883;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;107 INTERMARCHE CBA;2020-02-06;37.0;37.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22882;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;106 AFFLELOU CBA;2020-02-06;0.0;0.0;7.8;7.8;CBA;CBA;K;2;2020;1;1;CC
22882;606803K;SANTE;ENTRETIEN PERSONNEL;106 AFFLELOU CBA;2020-02-06;7.8;7.8;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22886;606300K;FOURNITURES COMMUN.;MATERIEL;110 BRICOMARCHE CBA;2020-02-06;34.29;34.29;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22803;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;ANTARGAZ PRE;2020-02-06;0.0;0.0;310.76;310.76;PRE;PRE;K;2;2020;1;1;CC
22803;401069L;ANTARGAZ;ANTARGAZ;ANTARGAZ PRE;2020-02-06;310.76;310.76;0.0;0.0;PRE;PRE;A;2;2020;1;1;CC
22886;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;110 BRICOMARCHE CBA;2020-02-06;0.0;0.0;34.29;34.29;CBA;CBA;K;2;2020;1;1;CC
22801;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;TIP ANTARGAZ PRE;2020-02-06;0.0;0.0;358.25;358.25;PRE;PRE;K;2;2020;1;1;CC
22801;401069L;ANTARGAZ;ANTARGAZ;TIP ANTARGAZ PRE;2020-02-06;358.25;358.25;0.0;0.0;PRE;PRE;A;2;2020;1;1;CC
22842;624800L;CARBURANTS AGRICOLE;CARBURANTS;PRIMEVERE 20/22;2020-02-07;167.5;201.0;0.0;0.0;20/22;;A;2;2020;1;1;AC
22842;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;PRIMEVERE 20/22;2020-02-07;33.5;33.5;0.0;0.0;20/22;;A;2;2020;1;1;AC
22843;401049L;PRIMEVERE MOTOCULTURE;PRIMEVERE MOTOCULTURE;PRIMEVERE 1279652;2020-02-07;201.0;201.0;0.0;0.0;1279652;CHQ;A;2;2020;1;1;CC
22842;401049L;PRIMEVERE MOTOCULTURE;PRIMEVERE MOTOCULTURE;PRIMEVERE 20/22;2020-02-07;0.0;0.0;201.0;201.0;20/22;;A;2;2020;1;1;AC
22843;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRIMEVERE 1279652;2020-02-07;0.0;0.0;201.0;201.0;1279652;CHQ;K;2;2020;1;1;CC
22884;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;108 BLABLACAR;2020-02-07;0.0;0.0;21.0;21.0;CBA;CBA;K;2;2020;1;1;CC
22887;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;111 SUPER U CBA;2020-02-07;101.36;101.36;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22887;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;111 SUPER U CBA;2020-02-07;0.0;0.0;101.36;101.36;CBA;CBA;K;2;2020;1;1;CC
22884;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;108 BLABLACAR;2020-02-07;21.0;21.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22888;625100K;VOYAGES & DEPLACEMENTS COMMUN.;VOYAGES;112 SNCF CBA;2020-02-08;10.6;10.6;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22888;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;112 SNCF CBA;2020-02-08;0.0;0.0;10.6;10.6;CBA;CBA;K;2;2020;1;1;CC
22889;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;113 STATION U CBA;2020-02-08;50.01;50.01;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22889;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;113 STATION U CBA;2020-02-08;0.0;0.0;50.01;50.01;CBA;CBA;K;2;2020;1;1;CC
23053;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;107 B ACTES SUD CBA;2020-02-10;0.0;0.0;22.9;22.9;CBA;CBA;K;2;2020;1;1;CC
23053;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;107 B ACTES SUD CBA;2020-02-10;22.9;22.9;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23002;411004L;GRAP OXALIS LYON;GRAP OXALIS LYON;GRAP LYON 20/04;2020-02-10;495.44;495.44;0.0;0.0;20/04;;A;2;2020;1;1;VE
22846;606804K;HABILLEMENT;ENTRETIEN PERSONNEL;49 DECATHLON 1279655;2020-02-10;25.0;25.0;0.0;0.0;1279655;CHQ;K;2;2020;1;1;CC
22846;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;49 DECATHLON 1279655;2020-02-10;0.0;0.0;25.0;25.0;1279655;CHQ;K;2;2020;1;1;CC
23003;445713L;TVA COLLECTEE 5.5%;TVA COLLECTEE 5.5%;COMME3POMMES 20/05;2020-02-10;0.0;0.0;13.96;13.96;20/05;;A;2;2020;1;1;VE
23003;703001L;CONSERVES 5.5%;CONSERVES 5.5%;COMME3POMMES 20/05;2020-02-10;0.0;0.0;253.77;267.73;20/05;;A;2;2020;1;1;VE
23003;411000L;CLIENTS DIVERS;CLIENTS DIVERS;COMME3POMMES 20/05;2020-02-10;267.73;267.73;0.0;0.0;20/05;;A;2;2020;1;1;VE
23002;445713L;TVA COLLECTEE 5.5%;TVA COLLECTEE 5.5%;GRAP LYON 20/04;2020-02-10;0.0;0.0;25.83;25.83;20/04;;A;2;2020;1;1;VE
23002;703001L;CONSERVES 5.5%;CONSERVES 5.5%;GRAP LYON 20/04;2020-02-10;0.0;0.0;469.61;495.44;20/04;;A;2;2020;1;1;VE
22844;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;47 BESTDRIVE;2020-02-10;478.7;478.7;0.0;0.0;1279653;CHQ;K;2;2020;1;1;CC
22844;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;47 BESTDRIVE;2020-02-10;0.0;0.0;478.7;478.7;1279653;CHQ;K;2;2020;1;1;CC
22891;401060L;R DIVERS;R DIVERS;REMUAUX 20/25;2020-02-10;0.0;0.0;140.58;140.58;20/25;;A;2;2020;1;1;AC
22891;602238L;MATERIEL APICULTURE;APICULTURE;REMUAUX 20/25;2020-02-10;128.15;140.58;0.0;0.0;20/25;;A;2;2020;1;1;AC
22891;445662L;TVA SUR ACHATS 10%;TVA SUR ACHATS 10%;REMUAUX 20/25;2020-02-10;12.43;12.43;0.0;0.0;20/25;;A;2;2020;1;1;AC
22900;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;120 CENTRE CONTROLE CBA;2020-02-11;0.0;0.0;68.0;68.0;CBA;CBA;K;2;2020;1;1;CC
22981;401021L;EDF;EDF;EDF 20/30;2020-02-11;0.0;0.0;1244.18;1244.18;20/30;;A;2;2020;1;1;AC
22897;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;117 STATION U CBA;2020-02-11;10.57;10.57;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22890;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;114 INTERMARCHE CBA;2020-02-11;0.0;0.0;81.5;81.5;CBA;CBA;K;2;2020;1;1;CC
22897;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;117 STATION U CBA;2020-02-11;0.0;0.0;10.57;10.57;CBA;CBA;K;2;2020;1;1;CC
22890;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;114 INTERMARCHE CBA;2020-02-11;81.5;81.5;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22742;616000K;PRIMES D'ASSURANCE COMMUN.;VEHICULES;35 GAN ASSURANCES;2020-02-11;250.71;250.71;0.0;0.0;PRE;PRE;K;2;2020;1;1;CC
22742;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;35 GAN ASSURANCES;2020-02-11;0.0;0.0;250.71;250.71;PRE;PRE;K;2;2020;1;1;CC
22898;606804K;HABILLEMENT;ENTRETIEN PERSONNEL;118 COOP FONTVIEILLE;2020-02-11;69.5;69.5;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22898;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;118 COOP FONTVIEILLE;2020-02-11;0.0;0.0;69.5;69.5;CBA;CBA;K;2;2020;1;1;CC
22899;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;119 CINEMA MEJAN CBA;2020-02-11;56.0;56.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22895;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;115 PHARMACIE ALPILLES;2020-02-11;0.0;0.0;32.8;32.8;CBA;CBA;K;2;2020;1;1;CC
22895;606803K;SANTE;ENTRETIEN PERSONNEL;115 PHARMACIE ALPILLES;2020-02-11;32.8;32.8;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22894;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;AGNEAU SOLEIL CBA;2020-02-11;0.0;0.0;64.8;64.8;CBA;CBA;K;2;2020;1;1;CC
22894;401005L;A DIVERS;A DIVERS;AGNEAU SOLEIL CBA;2020-02-11;64.8;64.8;0.0;0.0;CBA;CBA;A;2;2020;1;1;CC
22893;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;AGNEAU SOLEIL 20/26;2020-02-11;10.8;10.8;0.0;0.0;20/26;;A;2;2020;1;1;AC
22893;606300L;FOURNITURES AGRI.;MATERIEL;AGNEAU SOLEIL 20/26;2020-02-11;54.0;64.8;0.0;0.0;20/26;;A;2;2020;1;1;AC
22899;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;119 CINEMA MEJAN CBA;2020-02-11;0.0;0.0;56.0;56.0;CBA;CBA;K;2;2020;1;1;CC
22900;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;120 CENTRE CONTROLE CBA;2020-02-11;68.0;68.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22893;401005L;A DIVERS;A DIVERS;AGNEAU SOLEIL 20/26;2020-02-11;0.0;0.0;64.8;64.8;20/26;;A;2;2020;1;1;AC
22892;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;REMUAUX CBA;2020-02-11;0.0;0.0;140.58;140.58;CBA;CBA;K;2;2020;1;1;CC
22892;401060L;R DIVERS;R DIVERS;REMUAUX CBA;2020-02-11;140.58;140.58;0.0;0.0;CBA;CBA;A;2;2020;1;1;CC
22981;606100L;ELECTRICITE AGRICOLE;ELECTRICITE;EDF 20/30;2020-02-11;1049.86;1244.18;0.0;0.0;20/30;;A;2;2020;1;1;AC
22981;445661L;TVA SUR ACHATS 20%;TVA SUR ACHATS 20%;EDF 20/30;2020-02-11;194.32;194.32;0.0;0.0;20/30;;A;2;2020;1;1;AC
22902;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;122 BRICOLAGE ARLES;2020-02-12;0.0;0.0;34.9;34.9;CBA;CBA;K;2;2020;1;1;CC
22901;624800K;CARBURANTS COMMUNAUTAIRES;CARBURANTS;121 INTERMARCHE ARLES CBA;2020-02-12;84.0;84.0;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22901;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;121 INTERMARCHE ARLES CBA;2020-02-12;0.0;0.0;84.0;84.0;CBA;CBA;K;2;2020;1;1;CC
22902;606300K;FOURNITURES COMMUN.;MATERIEL;122 BRICOLAGE ARLES;2020-02-12;34.9;34.9;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
23050;411000L;CLIENTS DIVERS;CLIENTS DIVERS;DEPOT LIQUIDE MARCHES;2020-02-12;0.0;0.0;7780.0;7780.0;DEPOT LIQUIDE M;;A;2;2020;1;1;CC
23050;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;DEPOT LIQUIDE MARCHES;2020-02-12;7780.0;7780.0;0.0;0.0;DEPOT LIQUIDE M;;K;2;2020;1;1;CC
23044;445662L;TVA SUR ACHATS 10%;TVA SUR ACHATS 10%;AGROSEMENS 20/39;2020-02-12;3.44;3.44;0.0;0.0;20/39;;A;2;2020;1;1;AC
23044;602103L;SEMENCES;JARDIN;AGROSEMENS 20/39;2020-02-12;34.4;37.84;0.0;0.0;20/39;;A;2;2020;1;1;AC
23044;401004L;AGROSEMENS;AGROSEMENS;AGROSEMENS 20/39;2020-02-12;0.0;0.0;37.84;37.84;20/39;;A;2;2020;1;1;AC
22896;615501K;ENTRETIEN, REPA VEHICULES COMMUN.;VEHICULES;116 OSCARO CBA;2020-02-13;192.66;192.66;0.0;0.0;CBA;CBA;K;2;2020;1;1;CC
22896;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;116 OSCARO CBA;2020-02-13;0.0;0.0;192.66;192.66;CBA;CBA;K;2;2020;1;1;CC
22847;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;50 BIOCOOP;2020-02-14;0.0;0.0;94.76;94.76;1279656;CHQ;K;2;2020;1;1;CC
22848;606806K;DIVERS ENTRETIEN PERSONNES;ENTRETIEN PERSONNEL;51 DIVERS;2020-02-14;55.57;55.57;0.0;0.0;1279657;CHQ;K;2;2020;1;1;CC
22847;606802K;ALIMENTATION;VIE COMMUNAUTAIRE;50 BIOCOOP;2020-02-14;94.76;94.76;0.0;0.0;1279656;CHQ;K;2;2020;1;1;CC
22836;512113J;CREDIT COOPERATIF COURANT;CREDIT COOPERATIF COURANT;PRIMEVERE 1279646;2020-02-14;0.0;0.0;104.0;104.0;1279646;CHQ;K;2;2020;1;1;CC
